Name,Time,Content,Repost,Comment,Like
乌啦呸,07-31,在好几个米兔运动的微博评论里面 总有几个人满嘴喷粪 说什么这些女孩都是蹭热度 爽了就不敢说是强奸了 还不是乖乖当他们的情人？？🙃点开他们微博主页 不出所料 都是男性 并且大部分为中年男子 微博上除了指点国家江山外 还热衷美女街拍 🙃 wtf,0,0,2
清狂_爬墙且佛,07-31,"#私も# #わたしも#
 某外国友人对于米兔运动在中国传播形势的看法和美好祝福",1,0,5
BieDe别的女孩,07-31,"1. 武汉生物偶发性不合格。
 2. 全力督促长春长生检查。
 3. 因法规规定不能继续的米兔运动。
 4. 红黄蓝幼儿园事件。
 5. 澳洲检测中国假奶粉。
 6. 多种假药包括孕妇吃的叶酸。
 你让我如何爱你？
 你让我们如何在国门外的世界里自豪大声地说我们国家如何？
 人血馒头是高位者吃的东西。咱们老百姓只是看上 ...全文",2,8,24
黑肆writer,07-31,"建议去@清华常江 微博看看#米兔运动# 的案例，学会保护自己，特别是还在校未工作的孩子。尽量不赴单独又封闭环境的约会，如果遇到类似的问题要勇敢说不。
 
 我长那么大遇到过2次类似的事情:
 第一次是考驾照。
 一帮人要去外地考试，我当时才15岁。考试一帮人中有一个是某个镇的镇长，他带了司机来。晚上 ...全文",1,6,3
bleedingorange,07-31,看到有人说米兔运动主要为那些生性软弱资源不够能力不强的人发个声音，那倒是挺有道理。,7,9,6
谷凯,07-31,我想到了个骚主意 把“穿的那么骚不就是让人摸的吗”之类的被性侵者收到的智障言论印在各种衣服上 布料有多有少各种size各种颜色各种风格#米兔运动#,0,0,1
马几克,07-31,#米兔运动#女孩子要懂得保护自己，但是更重要的是男孩子从小就要懂得尊重女性。,0,0,6
想吃一点就飽,07-31,#我也是##米兔运动# 米兔的发声。来晚了。希望能有人看见。 所有字母均为男性。,2,77,8
不要逆向行驶,07-31,大家有空没空都可以去这个微博看看@清华常江 ，除去米兔运动本身，多看看那帮基层公务员，“伯伯”是怎么把小姑娘骗进圈套的，自己以后多警醒，多长个心眼。,0,1,4
舒舒舒舒舒生,07-31,"我感觉最近这氛围挺不好的，真的，长生/武汉生物没下文了。刘yu也被踢翻了。米兔被变形成了中国特色的整风运动。立场的战争就代表不必理性了。
 
 有点紧张，有点压抑，大家在撕娱乐圈一个流量红包。怎么说？我感觉隐隐有点不对，说不上哪里不对，但就是不对——哦！想起来了，没有预约煮粥！
 
 真是的， ...全文",0,4,3
山乡之变,07-31,蹭热点#米兔运动#我想写的是一个女性意识觉醒的故事，但好像有点幼稚——《胸有大志的女朋友》- 乌啦呸 | 豆瓣阅读网页链接,0,0,0
Stephanie__Young,2017-09-01,"半夜刷深夜书屋看到这一章。
 又想起第一弹事件神奇的反转。
 
 性侵是个无比严肃的问题，无论对站出来的受害者还是被指证的加害人皆是如此。
 米兔运动是对女性正当权利的争取，这样的发声任何时候都需要，我始终坚持这一点。
 然而绝不能被忽略的是事件的真相永远需要探究再探究，正因为它是这样严肃与重 ...全文",0,0,0
道系少女庄公子,2017-08-29,"#nightcap# 意为 “睡前那杯酒”，今天起「别的女孩」每晚都会在睡前和大家聊点儿别的。
 
 今天的话题是：米兔运动搞得好多男人抱怨 “都不知道怎么调情了”，女孩们怎么想？你是怎么分开调情和骚扰的？",35,38,80
加拿大·温哥华,2017-07-11,"“正如我一再强调的，“女性”并不构成一个分析的范畴，一个女人和另一个女人的差异可能比一个人和一只猴子的差异还要大。在性道德方面，当前在女性群体中仍存在着两极对立的标准。
 
 米兔运动令人迷惑的地方在于，原本是践行性自由的荡妇，但在检举揭发男性“性骚扰”或“性侵”的时候，全都不约而同地 ...全文",0,0,0
鑫儿呦YJL,2017-07-10,"米兔运动与“无罪推定”：一个澄清 网页链接 关于“无罪推定”为何并不可滥用于米兔，这篇文章写得逻辑非常清晰，我整理了一个略短的版本，就当自己做笔记了。
 
 “无罪推定”原则简单说就是，举证责任在原告，证据标准为“排除合理怀疑”（可简化理解为99%以上可信性）。但此原则仅适用于刑 ...全文",0,0,0
Ms-DLG,2017-07-09,这篇文章说：米兔运动令人迷惑的地方在于，原本是践行性自由的荡妇，但在检举揭发男性“性骚扰”或“性侵”的时候，全都不约而同地捡起了被他们唾弃为陈腐、过时的那一套性道德标准，也就是说，全都装起了良家妇女，恨不得在脑门上纹一个贞节牌坊。 好不容易争取到的做荡妇的权利，女权婊又亲手给毁掉了——女权主义者都...,0,0,0
举村杨,2017-06-22,“米兔”和“种花家的兔子”没有区别，都是兔（土），只不过前者是米国兔子而已。只有蒋方舟对章文奋力一击时，是有进步性的。27日起，原英文字符被禁，而“米兔”二字畅行无阻，已经暗示这场运动被暗地里的土能量所控制。至昨日我看到了玄武之象，7-22燃起的火，经假疫苗事件到米兔运动的转换，已消耗 ...全文,263,242,102
PiGke_HurT,2017-04-04,唯一让人开心的事就是有更多的人知道米兔运动 更多的人愿意站出来为自己发声 但是维权之路困难重重再加上政府一味压制(压制nmlgb 小声bb),5,35,384
想吃一点就飽,2017-01-30,"最近负能量的东西看的多了
 都有点厌食了
 米兔运动 ktv陪酒........
 更有甚者 卖什么不是卖 凭啥有高低贵贱之分的言论
 欧～",0,0,3
韩国me2day,2016-12-12,看了刘瑜对米兔运动的文章，很难相信是我印象中的她。现在想想，倒觉得刘瑜一直是刘瑜。,0,2,1
爱吃山竹2011,2016-10-12,米兔运动涉及到公知圈，对政府而言是一个机会，政府会用各种手段保护这些公知，交换条件是从此摇尾巴，公知们愉快地接受。连章文这种千夫所指的也不例外，一定会顺利逃过这一劫。,167,16,651
羊羽羊羽羊羽,2013-05-23,看网上米兔运动有感，文艺圈、公益圈是性侵高发地儿。综合看来，文艺青年不太靠谱，男的大多是男屌丝，打着公益的旗号骗色约炮，甚至直接性侵。文艺女青年也够呛，矫揉造作，无病呻吟。,20,2,5
吐皮M昊pp,2013-05-06,"头版头条都是 哪个明星有小三 哪个明星分手了 哪个明星结婚了……我们自己都过不好 干啥还去操心别人啊？他们结婚离婚恋爱分手嫖娼和我们有一毛钱关系吗？别来喷我谢谢。
 一开始风风火火一堆人的米兔运动 现在都看不到报道了。一开始让人撕心裂肺的虐童事件已经开始被遗忘了。还有多少事情我们老百姓只 ...全文",0,4,0
有米万事足,2013-03-29,沉默是沉默者的墓志铭。#米兔运动# 刑天舞干戚，明知不可为而为之。先驱们都是以一种热烈而悲壮的姿态争取我们的权利，这只是一个开端。[加油][加油][加油]女儿当自强,1,0,0
有米万事足,2013-02-23,"沸沸扬扬的疫苗事件渐渐没了声音
 米兔运动也逐渐沉默
 拼多多卖假甚嚣尘上
 下一个取代的又是什么
 很多事 只是结束
 究竟是 我们操控了舆论
 还是舆论控制了我们",0,0,0
有米万事足,2012-08-21,米兔运动的兴起有些人认为是某人特意发起的网络事件。其实我觉得如果没有大量的女性被性侵这个事实的存在，即使某人特意发起但结局一定是马上被其他事件湮灭！,72,11,0
米家MIJIA,2012-08-21,讲真，大家都在米兔的时候我还是觉得男性被性骚扰想要发声会更难被重视吧？#米兔运动#,8,2,0
韩国me2day,2012-03-02,唯一让人开心的事就是有更多的人知道米兔运动 更多的人愿意站出来为自己发声 但是维权之路困难重重再加上政府一味压制(压制nmlgb 小声bb),15,6,0
道系少女庄公子,2012-02-05,"减肥该怎么制定运动计划呢?米兔已经为你准备好了,快来Get吧!",12,7,0
加拿大·温哥华,2012-01-09,给老爸买了一个米兔定位电话，定位功能还是不错的，比较准确，但是运动轨迹不知道为什么需要有条件的显示，我和老人不住在一起，每当我去看望老人，这一天的运动轨迹是可以看到的，如果哪一天我没有去看望老人，那么这天的运动轨迹就休想看到。因此客服帮我换了一台，新电话依然有问题，前三天都是我使 ...全文,40,1,0
太阳花花过家家,2011-10-19,宝贝刚满4个月，希望6年后的今天也是背起小米儿童书包，手带米兔儿童手表，脚穿米家运动鞋，衣着米家服（校服被米家收购），高高兴兴上学去,0,9,0
注注熊,2016-10-12,@小米公司: #米粉特权# 开学第一天，一句话形容你的心情，你会说_______？我们准备了8款开学装备，有你喜欢的么？转评随机抽送5份，助你开启学霸模式。,167,16,651
MITTY噗,2016-09-27,#2PM# #2PM出道九周年快乐# 之前米兔发偶像运动会奖牌榜，都不带我们大下午班玩，说一个都没有，我今天就发一个，让她们打脸 我们虽然参加的不多，但是，我们可是野兽，拿奖还是可以的。cr.tagged 吐皮M昊pp的秒拍视频,0,0,0
换个昵称怎么这么难怎么也被占用,2016-09-17,马甲线训练day5⃣️：6点半起床，运动40分钟，等汗干洗澡带米兔去打预防针，见到一位我认为差不多的妈妈我问广锋我和她差不多吗？广锋回答你比她胖，好吧，继续再㓕点--99斤是总目标，这个月底争取到103斤！,1,1,28
氯化钠与超儿,2016-09-14,马甲线训练day4⃣️：早上7点起，运动40分钟[加油]注意力都在米兔身上了，从今起也要注意大女儿,254,168,3247
礜寙謣灪,2016-09-04,马甲线训练day3:早上6点多起运动一小时，汗流浃背，衣服湿透，今天上班12点到18点，11点米兔睡着我吃中饭，11点半出门，下午15点半奶涨回来喂20分钟，下午18点15分回到家，广锋给米兔洗澡，我吃晚饭，未吃完米兔已哭得脸黑完不给奶奶和爸爸衣服，赶紧冲水换衣服去给她穿衣，可怜我的宝贝，又困又饿又想 ...全文,19,312,735
贺先生的愚自乐园,2016-07-15,一直把你放在心上，所以想时刻知道你的方位。169元#米兔定位电话#，即时沟通守护你所爱，让Ta再也不迷路！看图回答『福利小问题』米兔定位电话可以在运动时代替手机吗？A 不可以 B 可以。转发+答题，6月25日抽一个答对的小伙伴，送出米兔儿童手表Q～,7,0,57
#疯特了你们，全中国最会穿衣的男演员了，不会鼠来宝你们就这样挤兑他？#,2016-06-24,"小长假结束,胖三斤也不用愁~米兔送上一组减肉塑形运动法,超级好用又方便,在哪里都可以做~",310,402,3344
乌啦呸,2016-06-23,"1. 武汉生物偶发性不合格。
 2. 全力督促长春长生检查。
 3. 因法规规定不能继续的米兔运动。
 4. 红黄蓝幼儿园事件。
 5. 澳洲检测中国假奶粉。
 6. 多种假药包括孕妇吃的叶酸。
 你让我如何爱你？
 你让我们如何在国门外的世界里自豪大声地说我们国家如何？
 人血馒头是高位者吃的东西。咱们老百姓只是看上 ...全文",14,12,501
清狂_爬墙且佛,2016-06-22,"建议去@清华常江 微博看看#米兔运动# 的案例，学会保护自己，特别是还在校未工作的孩子。尽量不赴单独又封闭环境的约会，如果遇到类似的问题要勇敢说不。
 
 我长那么大遇到过2次类似的事情:
 第一次是考驾照。
 一帮人要去外地考试，我当时才15岁。考试一帮人中有一个是某个镇的镇长，他带了司机来。晚上 ...全文",742,398,5159
Sukimiko,2013-07-30,看到有人说米兔运动主要为那些生性软弱资源不够能力不强的人发个声音，那倒是挺有道理。,2,1,1
道系少女庄公子,2013-07-24,我想到了个骚主意 把“穿的那么骚不就是让人摸的吗”之类的被性侵者收到的智障言论印在各种衣服上 布料有多有少各种size各种颜色各种风格#米兔运动#,0,5,0
加拿大·温哥华,2013-07-11,#米兔运动#女孩子要懂得保护自己，但是更重要的是男孩子从小就要懂得尊重女性。,1,1,0
太阳花花过家家,2013-07-08,#我也是##米兔运动# 米兔的发声。来晚了。希望能有人看见。 所有字母均为男性。,11,1,0
注注熊,2013-07-08,大家有空没空都可以去这个微博看看@清华常江 ，除去米兔运动本身，多看看那帮基层公务员，“伯伯”是怎么把小姑娘骗进圈套的，自己以后多警醒，多长个心眼。,2,0,0
MITTY噗,2013-06-18,"我感觉最近这氛围挺不好的，真的，长生/武汉生物没下文了。刘yu也被踢翻了。米兔被变形成了中国特色的整风运动。立场的战争就代表不必理性了。
 
 有点紧张，有点压抑，大家在撕娱乐圈一个流量红包。怎么说？我感觉隐隐有点不对，说不上哪里不对，但就是不对——哦！想起来了，没有预约煮粥！
 
 真是的， ...全文",33,9,18
换个昵称怎么这么难怎么也被占用,2013-06-18,蹭热点#米兔运动#我想写的是一个女性意识觉醒的故事，但好像有点幼稚——《胸有大志的女朋友》- 乌啦呸 | 豆瓣阅读网页链接,30,5,10
氯化钠与超儿,2013-06-08,"半夜刷深夜书屋看到这一章。
 又想起第一弹事件神奇的反转。
 
 性侵是个无比严肃的问题，无论对站出来的受害者还是被指证的加害人皆是如此。
 米兔运动是对女性正当权利的争取，这样的发声任何时候都需要，我始终坚持这一点。
 然而绝不能被忽略的是事件的真相永远需要探究再探究，正因为它是这样严肃与重 ...全文",0,4,0
礜寙謣灪,2013-05-23,"#私も# #わたしも#
 某外国友人对于米兔运动在中国传播形势的看法和美好祝福",20,2,5
贺先生的愚自乐园,2013-05-06,"1. 武汉生物偶发性不合格。
 2. 全力督促长春长生检查。
 3. 因法规规定不能继续的米兔运动。
 4. 红黄蓝幼儿园事件。
 5. 澳洲检测中国假奶粉。
 6. 多种假药包括孕妇吃的叶酸。
 你让我如何爱你？
 你让我们如何在国门外的世界里自豪大声地说我们国家如何？
 人血馒头是高位者吃的东西。咱们老百姓只是看上 ...全文",0,4,0
